#ESTACIÓN METEOROLÓGICA: AEROPARQUE AERO,,,,,,,,
#Datos Preliminares,,,,,,,,
#,,,,,,,,
Fecha,Hora,Tiempo Presente,Dirección del Viento en Decagrados,Velocidad en km/h,Dirección de Ráfaga en Decagrados,Velocidad de Ráfag en km/h,Visibilidad,Precipitación en mm C/6 hs
1/1/2019,0,,7,19,,,60,
1/1/2019,1,,7,19,,,60,
1/1/2019,2,,7,19,,,60,
1/1/2019,3,,5,20,,,60,
1/1/2019,4,,5,17,,,60,
1/1/2019,5,,7,17,,,60,
1/1/2019,6,,7,17,,,60,
1/1/2019,7,,7,15,,,60,
1/1/2019,8,,5,15,,,60,
1/1/2019,9,,5,13,,,60,
1/1/2019,10,,5,13,,,60,
1/1/2019,11,,5,11,,,60,
1/1/2019,12,,7,13,,,60,
1/1/2019,13,,7,13,,,60,
1/1/2019,14,,9,17,,,60,
1/1/2019,15,,9,17,,,60,
1/1/2019,16,,9,17,,,60,
1/1/2019,17,,36,13,,,60,
1/1/2019,18,95,32,15,,,60,
1/1/2019,19,29,34,17,,,60,
1/1/2019,20,1,36,20,,,60,
1/1/2019,21,2,2,13,,,60,0.2
1/1/2019,22,,36,9,,,60,
1/1/2019,23,,36,19,,,60,
2/1/2019,0,,36,28,,,60,
2/1/2019,1,,32,15,,,60,
2/1/2019,2,,32,20,,,60,
2/1/2019,3,,32,15,,,60,
2/1/2019,4,,32,13,,,60,
2/1/2019,5,,32,11,,,60,
2/1/2019,6,,34,11,,,60,
2/1/2019,7,,34,15,,,60,
2/1/2019,8,,34,13,,,60,
2/1/2019,9,,36,13,,,60,
2/1/2019,10,,34,19,,,60,
2/1/2019,11,,36,15,,,60,
2/1/2019,12,,2,7,,,60,
2/1/2019,13,95,29,13,,,57,
2/1/2019,14,95,20,11,,,58,
2/1/2019,15,29,18,20,,,60,5
2/1/2019,16,2,18,11,,,60,
2/1/2019,17,,7,6,,,60,
2/1/2019,18,,99,4,,,60,
2/1/2019,19,,99,4,,,60,
2/1/2019,20,,99,4,,,60,
2/1/2019,21,,23,13,,,60,
2/1/2019,22,,23,9,,,60,
2/1/2019,23,,23,9,,,60,
3/1/2019,0,,20,15,,,60,
3/1/2019,1,,16,24,,,60,
3/1/2019,2,,16,20,,,60,
3/1/2019,3,,18,17,18,63,60,
3/1/2019,4,,18,22,,,60,
3/1/2019,5,,18,19,,,60,
3/1/2019,6,,18,15,,,60,
3/1/2019,7,,16,9,,,60,
3/1/2019,8,,18,15,,,60,
3/1/2019,9,,16,15,,,60,
3/1/2019,10,,14,15,,,60,
3/1/2019,11,,14,17,,,60,
3/1/2019,12,,7,17,,,60,
3/1/2019,13,,5,13,,,60,
3/1/2019,14,,5,15,,,60,
3/1/2019,15,,5,15,,,60,
3/1/2019,16,,5,13,,,60,
3/1/2019,17,,5,13,,,60,
3/1/2019,18,,5,9,,,60,
3/1/2019,19,,7,9,,,60,
3/1/2019,20,,7,7,,,60,
3/1/2019,21,,9,7,,,60,
3/1/2019,22,,9,11,,,60,
3/1/2019,23,,9,7,,,60,
4/1/2019,0,,5,15,,,60,
4/1/2019,1,,36,17,,,60,
4/1/2019,2,,36,19,,,60,
4/1/2019,3,,36,22,,,60,
4/1/2019,4,,36,22,,,60,
4/1/2019,5,,36,20,,,60,
4/1/2019,6,,34,19,,,60,
4/1/2019,7,,34,19,,,60,
4/1/2019,8,,34,19,,,60,
4/1/2019,9,,34,15,,,60,
4/1/2019,10,,34,17,,,60,
4/1/2019,11,,29,17,,,60,
4/1/2019,12,,36,17,,,60,
4/1/2019,13,,36,17,,,60,
4/1/2019,14,,2,15,,,60,
4/1/2019,15,,2,15,,,60,
4/1/2019,16,,2,15,,,60,
4/1/2019,17,,2,15,,,60,
4/1/2019,18,,2,13,,,60,
4/1/2019,19,,36,13,,,60,
4/1/2019,20,,2,9,,,60,
4/1/2019,21,,2,9,,,60,
4/1/2019,22,,5,9,,,60,
4/1/2019,23,,5,15,,,60,
5/1/2019,0,,5,19,,,60,
5/1/2019,1,,5,19,,,60,
5/1/2019,2,,2,15,,,60,
5/1/2019,3,,36,15,,,60,
5/1/2019,4,,36,15,,,60,
5/1/2019,5,,36,17,,,60,
5/1/2019,6,,36,20,,,60,
5/1/2019,7,,36,19,,,60,
5/1/2019,8,,36,24,,,60,
5/1/2019,9,,36,20,,,60,
5/1/2019,10,,36,19,,,60,
5/1/2019,11,,36,19,,,60,
5/1/2019,12,,36,17,,,60,
5/1/2019,13,,36,13,,,60,
5/1/2019,14,,2,13,,,60,
5/1/2019,15,,2,11,,,60,
5/1/2019,16,,5,13,,,60,
5/1/2019,17,,7,13,,,60,
5/1/2019,18,,11,19,,,60,
5/1/2019,19,,11,20,,,60,
5/1/2019,20,,11,17,,,60,
5/1/2019,21,,11,13,,,60,
5/1/2019,22,,2,19,,,60,
5/1/2019,23,,2,15,,,60,
6/1/2019,0,,2,20,,,60,
6/1/2019,1,,2,19,,,60,
6/1/2019,2,13,2,19,,,60,
6/1/2019,3,17,2,22,,,60,
6/1/2019,4,29,29,7,,,60,
6/1/2019,5,1,32,7,,,60,
6/1/2019,6,3,25,7,,,60,
6/1/2019,7,61,36,9,,,59,
6/1/2019,8,61,36,19,,,59,
6/1/2019,9,61,29,15,,,59,0.5
6/1/2019,10,63,29,17,,,63,
6/1/2019,11,21,32,24,,,60,
6/1/2019,12,2,36,20,,,60,
6/1/2019,13,,36,28,,,60,
6/1/2019,14,,23,11,,,60,
6/1/2019,15,1,20,9,,,60,2
6/1/2019,16,,23,7,,,60,
6/1/2019,17,,20,6,,,60,
6/1/2019,18,,20,9,,,60,
6/1/2019,19,,20,7,,,60,
6/1/2019,20,,18,7,,,60,
6/1/2019,21,,23,11,,,60,
6/1/2019,22,,23,11,,,60,
6/1/2019,23,60,2,6,,,56,
7/1/2019,0,60,2,6,,,58,
7/1/2019,1,21,14,4,,,60,
7/1/2019,2,2,18,6,,,60,
7/1/2019,3,2,23,6,,,60,3
7/1/2019,4,,14,4,,,60,
7/1/2019,5,60,20,6,,,58,
7/1/2019,6,60,18,7,,,59,
7/1/2019,7,21,23,7,,,60,
7/1/2019,8,1,20,7,,,60,
7/1/2019,9,3,18,11,,,60,0.3
7/1/2019,10,,23,9,,,60,
7/1/2019,11,,23,9,,,60,
7/1/2019,12,,23,7,,,60,
7/1/2019,13,,20,7,,,60,
7/1/2019,14,,27,11,,,60,
7/1/2019,15,,27,9,,,60,
7/1/2019,16,,25,13,,,60,
7/1/2019,17,,25,11,,,60,
7/1/2019,18,,25,7,,,60,
7/1/2019,19,,27,9,,,60,
7/1/2019,20,,27,7,,,60,
7/1/2019,21,,32,7,,,60,
7/1/2019,22,,32,7,,,60,
7/1/2019,23,,32,11,,,60,
8/1/2019,0,,32,9,,,60,
8/1/2019,1,,32,11,,,60,
8/1/2019,2,,32,13,,,60,
8/1/2019,3,,32,7,,,60,
8/1/2019,4,,32,9,,,60,
8/1/2019,5,,32,9,,,60,
8/1/2019,6,,32,11,,,60,
8/1/2019,7,,29,15,,,60,
8/1/2019,8,,29,11,,,60,
8/1/2019,9,,29,13,,,60,
8/1/2019,10,,29,9,,,60,
8/1/2019,11,,25,13,,,60,
8/1/2019,12,,25,9,,,60,
8/1/2019,13,,20,7,,,60,
8/1/2019,14,,2,9,,,60,
8/1/2019,15,,5,15,,,60,
8/1/2019,16,,5,19,,,60,
8/1/2019,17,,5,17,,,60,
8/1/2019,18,,7,17,,,60,
8/1/2019,19,,9,19,,,60,
8/1/2019,20,,9,19,,,60,
8/1/2019,21,,9,22,,,60,
8/1/2019,22,,9,19,,,60,
8/1/2019,23,,9,22,,,60,
9/1/2019,0,,7,20,,,60,
9/1/2019,1,,5,20,,,60,
9/1/2019,2,,5,15,,,60,
9/1/2019,3,,5,15,,,60,
9/1/2019,4,,36,17,,,60,
9/1/2019,5,,34,19,,,60,
9/1/2019,6,,29,11,,,60,
9/1/2019,7,,27,11,,,60,
9/1/2019,8,25,20,11,,,60,
9/1/2019,9,1,20,9,,,60,0
9/1/2019,10,,23,13,,,60,
9/1/2019,11,,25,13,,,60,
9/1/2019,12,,20,13,,,60,
9/1/2019,13,,20,11,,,60,
9/1/2019,14,,20,13,,,60,
9/1/2019,15,,18,9,,,60,
9/1/2019,16,,18,7,,,60,
9/1/2019,17,,11,24,,,60,
9/1/2019,18,,11,19,,,60,
9/1/2019,19,,11,19,,,60,
9/1/2019,20,,11,15,,,60,
9/1/2019,21,,14,15,,,60,
9/1/2019,22,,14,13,,,60,
9/1/2019,23,,14,17,,,60,
10/1/2019,0,,14,20,,,60,
10/1/2019,1,,14,31,,,60,
10/1/2019,2,,14,31,,,60,
10/1/2019,3,,14,26,,,60,
10/1/2019,4,13,14,19,,,60,
10/1/2019,5,,14,15,,,60,
10/1/2019,6,,14,17,,,60,
10/1/2019,7,,14,17,,,60,
10/1/2019,8,,16,19,,,60,
10/1/2019,9,60,16,17,,,59,0
10/1/2019,10,21,18,15,,,60,
10/1/2019,11,2,18,15,,,60,
10/1/2019,12,2,18,13,,,60,
10/1/2019,13,61,18,19,,,59,
10/1/2019,14,61,18,17,,,59,
10/1/2019,15,21,18,19,,,60,0
10/1/2019,16,2,18,17,,,60,
10/1/2019,17,,18,15,,,60,
10/1/2019,18,,18,11,,,60,
10/1/2019,19,,20,15,,,60,
10/1/2019,20,,18,13,,,60,
10/1/2019,21,,16,15,,,60,
10/1/2019,22,,16,15,,,60,
10/1/2019,23,,16,19,,,60,
11/1/2019,0,,16,19,,,60,
11/1/2019,1,,18,9,,,60,
11/1/2019,2,,18,11,,,60,
11/1/2019,3,,16,7,,,60,
11/1/2019,4,,18,6,,,60,
11/1/2019,5,,20,6,,,60,
11/1/2019,6,,20,6,,,60,
11/1/2019,7,,20,6,,,60,
11/1/2019,8,,18,7,,,60,
11/1/2019,9,,14,9,,,60,
11/1/2019,10,,11,17,,,60,
11/1/2019,11,,11,20,,,60,
11/1/2019,12,,9,19,,,60,
11/1/2019,13,,9,19,,,60,
11/1/2019,14,,9,19,,,60,
11/1/2019,15,,7,17,,,60,
11/1/2019,16,,9,17,,,60,
11/1/2019,17,,9,17,,,60,
11/1/2019,18,,9,17,,,60,
11/1/2019,19,,11,19,,,60,
11/1/2019,20,,11,20,,,60,
11/1/2019,21,,11,22,,,60,
11/1/2019,22,,11,22,,,60,
11/1/2019,23,,9,17,,,60,
12/1/2019,0,,9,19,,,60,
12/1/2019,1,,7,24,,,60,
12/1/2019,2,,7,20,,,60,
12/1/2019,3,,7,24,,,60,
12/1/2019,4,,5,20,,,60,
12/1/2019,5,,2,20,,,60,
12/1/2019,6,,2,24,,,60,
12/1/2019,7,14,36,19,,,60,
12/1/2019,8,15,36,15,,,60,
12/1/2019,9,,2,13,,,60,
12/1/2019,10,,36,15,,,60,
12/1/2019,11,,36,11,,,60,
12/1/2019,12,,2,13,,,60,
12/1/2019,13,,2,11,,,60,
12/1/2019,14,,5,13,,,60,
12/1/2019,15,,5,9,,,60,
12/1/2019,16,,5,13,,,60,
12/1/2019,17,,9,17,,,60,
12/1/2019,18,,11,20,,,60,
12/1/2019,19,,11,22,,,60,
12/1/2019,20,,11,20,,,60,
12/1/2019,21,,11,20,,,60,
12/1/2019,22,,11,20,,,60,
12/1/2019,23,,11,19,,,60,
13/1/2019,0,,9,20,,,60,
13/1/2019,1,,5,15,,,60,
13/1/2019,2,,2,19,,,60,
13/1/2019,3,,2,22,,,60,
13/1/2019,4,,2,19,,,60,
13/1/2019,5,,2,19,,,60,
13/1/2019,6,,2,17,,,60,
13/1/2019,7,,2,15,,,60,
13/1/2019,8,,25,4,,,60,
13/1/2019,9,65,25,4,,,6,1
13/1/2019,10,63,16,9,,,56,
13/1/2019,11,21,9,15,,,60,
13/1/2019,12,2,7,20,,,60,
13/1/2019,13,,5,13,,,60,
13/1/2019,14,,5,13,,,60,
13/1/2019,15,1,5,13,,,60,25
13/1/2019,16,,9,20,,,60,
13/1/2019,17,,9,17,,,60,
13/1/2019,18,,11,15,,,60,
13/1/2019,19,,11,13,,,60,
13/1/2019,20,,11,11,,,60,
13/1/2019,21,,14,11,,,60,
13/1/2019,22,,14,13,,,60,
13/1/2019,23,,14,13,,,60,
14/1/2019,0,,16,11,,,60,
14/1/2019,1,,16,7,,,60,
14/1/2019,2,,18,6,,,60,
14/1/2019,3,,18,4,,,60,
14/1/2019,4,,18,4,,,60,
14/1/2019,5,,18,4,,,60,
14/1/2019,6,10,18,6,,,48,
14/1/2019,7,10,18,6,,,30,
14/1/2019,8,10,18,6,,,50,
14/1/2019,9,10,14,7,,,57,
14/1/2019,10,,16,7,,,60,
14/1/2019,11,,11,15,,,60,
14/1/2019,12,,11,19,,,60,
14/1/2019,13,,7,17,,,60,
14/1/2019,14,,11,22,,,60,
14/1/2019,15,,11,24,,,60,
14/1/2019,16,,11,24,,,60,
14/1/2019,17,,11,26,,,60,
14/1/2019,18,,11,28,,,60,
14/1/2019,19,,11,24,,,60,
14/1/2019,20,,11,22,,,60,
14/1/2019,21,,14,22,,,60,
14/1/2019,22,,14,24,,,60,
14/1/2019,23,50,14,19,,,59,
15/1/2019,0,21,14,26,,,60,
15/1/2019,1,2,11,30,,,60,
15/1/2019,2,,9,22,,,60,
15/1/2019,3,2,7,15,,,60,2
15/1/2019,4,,9,13,,,60,
15/1/2019,5,,9,19,,,60,
15/1/2019,6,,9,20,,,60,
15/1/2019,7,,9,11,,,60,
15/1/2019,8,60,11,17,,,57,
15/1/2019,9,60,14,13,,,58,1
15/1/2019,10,60,23,7,,,57,
15/1/2019,11,60,16,11,,,50,
15/1/2019,12,21,16,11,,,58,
15/1/2019,13,10,14,20,,,59,
15/1/2019,14,,11,26,,,60,
15/1/2019,15,2,14,19,,,60,2
15/1/2019,16,,11,17,,,60,
15/1/2019,17,50,11,17,,,25,
15/1/2019,18,63,20,11,,,10,
15/1/2019,19,63,18,11,,,15,
15/1/2019,20,61,16,17,,,50,
15/1/2019,21,21,14,19,,,60,37
15/1/2019,22,2,14,7,,,60,
15/1/2019,23,,20,6,,,60,
16/1/2019,0,,18,4,,,60,
16/1/2019,1,,18,7,,,60,
16/1/2019,2,,20,6,,,60,
16/1/2019,3,,20,6,,,60,
16/1/2019,4,,20,7,,,60,
16/1/2019,5,10,20,7,,,56,
16/1/2019,6,10,20,7,,,58,
16/1/2019,7,10,20,7,,,56,
16/1/2019,8,,23,6,,,60,
16/1/2019,9,,23,7,,,60,
16/1/2019,10,,27,6,,,60,
16/1/2019,11,,99,4,,,60,
16/1/2019,12,,2,13,,,60,
16/1/2019,13,,99,4,,,60,
16/1/2019,14,,7,17,,,60,
16/1/2019,15,,5,15,,,60,
16/1/2019,16,,5,15,,,60,
16/1/2019,17,,5,13,,,60,
16/1/2019,18,,5,9,,,60,
16/1/2019,19,,5,11,,,60,
16/1/2019,20,,5,9,,,60,
16/1/2019,21,,5,9,,,60,
16/1/2019,22,,7,7,,,60,
16/1/2019,23,,5,6,,,60,
17/1/2019,0,,0,0,,,60,
17/1/2019,1,,0,0,,,60,
17/1/2019,2,,0,0,,,60,
17/1/2019,3,10,18,11,,,60,
17/1/2019,4,10,18,20,,,59,
17/1/2019,5,,16,17,,,60,
17/1/2019,6,,16,24,,,60,
17/1/2019,7,,16,19,,,60,
17/1/2019,8,,18,20,,,60,
17/1/2019,9,,16,22,,,60,
17/1/2019,10,,16,24,,,60,
17/1/2019,11,,14,22,,,60,
17/1/2019,12,,14,31,,,60,
17/1/2019,13,,14,33,,,60,
17/1/2019,14,,11,35,,,60,
17/1/2019,15,,14,28,,,60,
17/1/2019,16,,11,33,,,60,
17/1/2019,17,,11,28,,,60,
17/1/2019,18,,14,26,,,60,
17/1/2019,19,,14,30,,,60,
17/1/2019,20,,14,26,,,60,
17/1/2019,21,,16,20,,,60,
17/1/2019,22,,16,26,,,60,
17/1/2019,23,,16,22,,,60,
18/1/2019,0,,16,20,,,60,
18/1/2019,1,60,16,17,,,59,
18/1/2019,2,60,16,13,,,58,
18/1/2019,3,60,18,11,,,59,0.1
18/1/2019,4,60,18,7,,,58,
18/1/2019,5,60,18,7,,,40,
18/1/2019,6,60,16,6,,,50,
18/1/2019,7,60,18,13,,,59,
18/1/2019,8,60,18,11,,,59,
18/1/2019,9,60,16,7,,,59,4
18/1/2019,10,21,18,15,,,60,
18/1/2019,11,2,18,11,,,60,
18/1/2019,12,1,14,20,,,60,
18/1/2019,13,,14,24,,,60,
18/1/2019,14,,11,22,,,60,
18/1/2019,15,21,16,11,,,60,0
18/1/2019,16,21,11,13,,,60,
18/1/2019,17,1,11,28,,,60,
18/1/2019,18,1,11,26,,,60,
18/1/2019,19,,11,24,,,60,
18/1/2019,20,,11,26,,,60,
18/1/2019,21,3,14,24,,,60,0
18/1/2019,22,,14,20,,,60,
18/1/2019,23,,14,15,,,60,
19/1/2019,0,,14,13,,,60,
19/1/2019,1,,14,11,,,60,
19/1/2019,2,,14,9,,,60,
19/1/2019,3,,14,9,,,60,
19/1/2019,4,,16,6,,,60,
19/1/2019,5,,18,6,,,60,
19/1/2019,6,,20,4,,,60,
19/1/2019,7,,23,4,,,60,
19/1/2019,8,,23,4,,,60,
19/1/2019,9,,7,6,,,60,
19/1/2019,10,,9,11,,,60,
19/1/2019,11,,7,13,,,60,
19/1/2019,12,,5,13,,,60,
19/1/2019,13,,5,15,,,60,
19/1/2019,14,,5,17,,,60,
19/1/2019,15,,5,17,,,60,
19/1/2019,16,,9,20,,,60,
19/1/2019,17,,9,17,,,60,
19/1/2019,18,,9,13,,,60,
19/1/2019,19,,11,22,,,60,
19/1/2019,20,,11,17,,,60,
19/1/2019,21,,11,22,,,60,
19/1/2019,22,,11,24,,,60,
19/1/2019,23,,11,24,,,60,
20/1/2019,0,,9,24,,,60,
20/1/2019,1,,9,28,,,60,
20/1/2019,2,,7,28,,,60,
20/1/2019,3,,5,28,,,60,
20/1/2019,4,,2,22,,,60,
20/1/2019,5,,2,22,,,60,
20/1/2019,6,,2,19,,,60,
20/1/2019,7,,36,19,,,60,
20/1/2019,8,,36,17,,,60,
20/1/2019,9,,36,15,,,60,
20/1/2019,10,,36,17,,,60,
20/1/2019,11,,36,15,,,60,
20/1/2019,12,,2,13,,,60,
20/1/2019,13,,5,11,,,60,
20/1/2019,14,,5,11,,,60,
20/1/2019,15,,5,11,,,60,
20/1/2019,16,,9,19,,,60,
20/1/2019,17,,9,19,,,60,
20/1/2019,18,,11,19,,,60,
20/1/2019,19,,11,19,,,60,
20/1/2019,20,,11,22,,,60,
20/1/2019,21,,11,22,,,60,
20/1/2019,22,,9,22,,,60,
20/1/2019,23,,5,13,,,60,
21/1/2019,0,,2,15,,,60,
21/1/2019,1,,2,17,,,60,
21/1/2019,2,,36,19,,,60,
21/1/2019,3,,34,13,,,60,
21/1/2019,4,,2,15,,,60,
21/1/2019,5,,36,22,,,60,
21/1/2019,6,,36,22,,,60,
21/1/2019,7,,36,19,,,60,
21/1/2019,8,,34,19,,,60,
21/1/2019,9,,34,13,,,60,
21/1/2019,10,,34,13,,,60,
21/1/2019,11,,36,15,,,60,
21/1/2019,12,,2,13,,,60,
21/1/2019,13,,2,17,,,60,
21/1/2019,14,,36,17,,,60,
21/1/2019,15,,2,15,,,60,
21/1/2019,16,,2,15,,,60,
21/1/2019,17,,2,13,,,60,
21/1/2019,18,,2,13,,,60,
21/1/2019,19,,2,15,,,60,
21/1/2019,20,,36,15,,,60,
21/1/2019,21,,34,13,,,60,
21/1/2019,22,,36,11,,,60,
21/1/2019,23,,32,11,,,60,
22/1/2019,0,,32,9,,,60,
22/1/2019,1,,32,9,,,60,
22/1/2019,2,,32,7,,,60,
22/1/2019,3,,29,4,,,60,
22/1/2019,4,,32,9,,,60,
22/1/2019,5,,32,9,,,60,
22/1/2019,6,,34,13,,,60,
22/1/2019,7,,34,11,,,60,
22/1/2019,8,,34,13,,,60,
22/1/2019,9,,34,13,,,60,
22/1/2019,10,,36,9,,,60,
22/1/2019,11,,2,11,,,60,
22/1/2019,12,,2,13,,,60,
22/1/2019,13,,5,15,,,60,
22/1/2019,14,,5,13,,,60,
22/1/2019,15,,5,13,,,60,
22/1/2019,16,,34,17,,,60,
22/1/2019,17,,2,11,,,60,
22/1/2019,18,,36,13,,,60,
22/1/2019,19,,34,17,,,60,
22/1/2019,20,,34,9,,,60,
22/1/2019,21,,34,7,,,60,
22/1/2019,22,,34,4,,,60,
22/1/2019,23,,34,6,,,60,
23/1/2019,0,,32,6,,,60,
23/1/2019,1,,36,6,,,60,
23/1/2019,2,,36,4,,,60,
23/1/2019,3,,2,4,,,60,
23/1/2019,4,,11,17,,,60,
23/1/2019,5,13,11,17,,,60,
23/1/2019,6,13,14,24,,,60,
23/1/2019,7,,14,26,,,60,
23/1/2019,8,,14,30,,,60,
23/1/2019,9,,14,24,,,60,
23/1/2019,10,,9,26,,,60,
23/1/2019,11,,14,31,,,60,
23/1/2019,12,,11,31,,,60,
23/1/2019,13,,11,28,,,60,
23/1/2019,14,,11,30,,,60,
23/1/2019,15,,11,22,,,60,
23/1/2019,16,,11,30,,,60,
23/1/2019,17,,11,33,,,60,
23/1/2019,18,,11,26,,,60,
23/1/2019,19,,14,31,,,60,
23/1/2019,20,,14,33,,,60,
23/1/2019,21,,11,30,,,60,
23/1/2019,22,,14,35,,,60,
23/1/2019,23,,11,30,,,60,
24/1/2019,0,,11,33,,,60,
24/1/2019,1,,11,26,,,60,
24/1/2019,2,,9,26,,,60,
24/1/2019,3,,7,20,,,60,
24/1/2019,4,,5,20,,,60,
24/1/2019,5,,5,13,,,60,
24/1/2019,6,,2,13,,,60,
24/1/2019,7,,5,17,,,60,
24/1/2019,8,,7,17,,,60,
24/1/2019,9,,7,19,,,60,
24/1/2019,10,,7,19,,,60,
24/1/2019,11,,7,17,,,60,
24/1/2019,12,,9,17,,,60,
24/1/2019,13,,9,15,,,60,
24/1/2019,14,,11,20,,,60,
24/1/2019,15,,11,24,,,60,
24/1/2019,16,,11,22,,,60,
24/1/2019,17,,11,22,,,60,
24/1/2019,18,,11,22,,,60,
24/1/2019,19,,11,28,,,60,
24/1/2019,20,,11,24,,,60,
24/1/2019,21,,7,19,,,60,
24/1/2019,22,,7,22,,,60,
24/1/2019,23,,7,28,,,60,
25/1/2019,0,,7,28,,,60,
25/1/2019,1,,5,26,,,60,
25/1/2019,2,,5,28,,,60,
25/1/2019,3,,5,19,,,60,
25/1/2019,4,,5,22,,,60,
25/1/2019,5,,5,19,,,60,
25/1/2019,6,,5,20,,,60,
25/1/2019,7,,5,20,,,60,
25/1/2019,8,,7,22,,,60,
25/1/2019,9,61,14,15,,,59,0
25/1/2019,10,61,14,9,,,56,
25/1/2019,11,95,18,4,,,30,
25/1/2019,12,91,9,17,,,40,
25/1/2019,13,21,5,9,,,60,
25/1/2019,14,61,36,22,,,50,
25/1/2019,15,61,34,17,,,50,15
25/1/2019,16,21,36,19,,,60,
25/1/2019,17,2,34,19,,,60,
25/1/2019,18,61,34,24,,,59,
25/1/2019,19,21,34,28,,,60,
25/1/2019,20,2,16,7,,,60,
25/1/2019,21,1,18,6,,,60,0.5
25/1/2019,22,,16,6,,,60,
25/1/2019,23,,16,6,,,60,
26/1/2019,0,,11,7,,,60,
26/1/2019,1,,14,6,,,60,
26/1/2019,2,,9,6,,,60,
26/1/2019,3,,9,6,,,60,
26/1/2019,4,,20,6,,,60,
26/1/2019,5,,25,4,,,60,
26/1/2019,6,,25,4,,,60,
26/1/2019,7,,20,11,,,60,
26/1/2019,8,,20,7,,,60,
26/1/2019,9,,18,9,,,60,
26/1/2019,10,,18,7,,,60,
26/1/2019,11,,7,11,,,60,
26/1/2019,12,,9,17,,,60,
26/1/2019,13,,5,11,,,60,
26/1/2019,14,,5,11,,,60,
26/1/2019,15,,5,7,,,60,
26/1/2019,16,,9,11,,,60,
26/1/2019,17,,9,15,,,60,
26/1/2019,18,,9,19,,,60,
26/1/2019,19,,11,20,,,60,
26/1/2019,20,,11,19,,,60,
26/1/2019,21,,11,22,,,60,
26/1/2019,22,,14,20,,,60,
26/1/2019,23,,11,20,,,60,
27/1/2019,0,,11,26,,,60,
27/1/2019,1,,14,20,,,60,
27/1/2019,2,,14,17,,,60,
27/1/2019,3,,14,11,,,60,
27/1/2019,4,,14,15,,,60,
27/1/2019,5,,14,17,,,60,
27/1/2019,6,10,14,15,,,58,
27/1/2019,7,10,14,13,,,58,
27/1/2019,8,10,11,20,,,59,
27/1/2019,9,10,11,19,,,59,
27/1/2019,10,,11,19,,,60,
27/1/2019,11,,11,20,,,60,
27/1/2019,12,,11,22,,,60,
27/1/2019,13,,11,22,,,60,
27/1/2019,14,,11,20,,,60,
27/1/2019,15,,9,20,,,60,
27/1/2019,16,,9,19,,,60,
27/1/2019,17,,9,28,,,60,
27/1/2019,18,,9,15,,,60,
27/1/2019,19,,11,15,,,60,
27/1/2019,20,,9,13,,,60,
27/1/2019,21,,9,11,,,60,
27/1/2019,22,,5,11,,,60,
27/1/2019,23,,2,9,,,60,
28/1/2019,0,,2,6,,,60,
28/1/2019,1,,2,6,,,60,
28/1/2019,2,,7,4,,,60,
28/1/2019,3,,5,7,,,60,
28/1/2019,4,,34,11,,,60,
28/1/2019,5,,34,7,,,60,
28/1/2019,6,,34,11,,,60,
28/1/2019,7,,34,13,,,60,
28/1/2019,8,,34,11,,,60,
28/1/2019,9,,34,11,,,60,
28/1/2019,10,,36,13,,,60,
28/1/2019,11,,2,7,,,60,
28/1/2019,12,,36,11,,,60,
28/1/2019,13,,2,11,,,60,
28/1/2019,14,,32,15,,,60,
28/1/2019,15,,34,15,,,60,
28/1/2019,16,,34,13,,,60,
28/1/2019,17,,36,17,,,60,
28/1/2019,18,,36,13,,,60,
28/1/2019,19,,34,17,,,60,
28/1/2019,20,,34,13,,,60,
28/1/2019,21,,34,9,,,60,
28/1/2019,22,,34,15,,,60,
28/1/2019,23,,34,9,,,60,
29/1/2019,0,,34,17,,,60,
29/1/2019,1,,34,17,,,60,
29/1/2019,2,,32,7,,,60,
29/1/2019,3,,34,13,,,60,
29/1/2019,4,,34,15,,,60,
29/1/2019,5,,34,17,,,60,
29/1/2019,6,,34,19,,,60,
29/1/2019,7,,34,13,,,60,
29/1/2019,8,,34,15,,,60,
29/1/2019,9,,34,17,,,60,
29/1/2019,10,,34,17,,,60,
29/1/2019,11,,34,15,,,60,
29/1/2019,12,,34,15,,,60,
29/1/2019,13,,36,17,,,60,
29/1/2019,14,,36,15,,,60,
29/1/2019,15,,36,19,,,60,
29/1/2019,16,,34,22,,,60,
29/1/2019,17,,34,22,,,60,
29/1/2019,18,,34,20,,,60,
29/1/2019,19,,32,19,,,60,
29/1/2019,20,13,14,19,,,60,
29/1/2019,21,13,11,24,,,60,
29/1/2019,22,95,14,26,,,25,
29/1/2019,23,95,20,19,,,18,
30/1/2019,0,95,9,20,,,59,
30/1/2019,1,95,7,33,,,59,
30/1/2019,2,95,5,19,,,59,
30/1/2019,3,29,2,20,,,60,58
30/1/2019,4,13,2,17,,,60,
30/1/2019,5,,32,9,,,60,
30/1/2019,6,,34,6,,,60,
30/1/2019,7,,29,11,,,60,
30/1/2019,8,,32,13,,,60,
30/1/2019,9,,32,20,,,60,
30/1/2019,10,60,32,24,,,59,
30/1/2019,11,21,29,17,,,60,
30/1/2019,12,2,29,9,,,60,
30/1/2019,13,,27,9,,,60,
30/1/2019,14,,29,15,,,60,
30/1/2019,15,2,29,22,,,60,0
30/1/2019,16,,29,15,,,60,
30/1/2019,17,,29,11,,,60,
30/1/2019,18,,25,11,,,60,
30/1/2019,19,,25,9,,,60,
30/1/2019,20,,25,6,,,60,
30/1/2019,21,,27,6,,,60,
30/1/2019,22,,29,6,,,60,
